Equipment_Record_ID,Source_UID,Data_Split,ProductType,Humidity,Temperature,Age,Quantity,MTTF
5833,833,Testing,Extruder,61.01,61.09,9,44751,
5834,834,Testing,Pressure Cutter,53.93,53.09,4,37767,
5835,835,Testing,Gauge Machine,90.55,59.66,8,47013,
5836,836,Testing,Gauge Machine,5.79,69.62,11,31859,
5837,837,Testing,Gauge Machine,59.72,88.04,15,55882,
5838,838,Testing,Pressure Cutter,30.71,76.63,9,62690,
5839,839,Testing,Coil Oven,53.79,36.11,8,35549,
5840,840,Testing,Pressure Cutter,80.02,61.89,10,31534,
5841,841,Testing,Pressure Cutter,15.25,65.68,17,45247,
5842,842,Testing,Pump,28.37,73.28,5,30304,
5843,843,Testing,Gauge Machine,29.49,38.69,15,45736,
5844,844,Testing,Coil Oven,44.85,89.16,16,66688,
5845,845,Testing,Pressure Cutter,8.11,36.12,8,71482,
5846,846,Testing,Coil Oven,64.54,39.46,11,33403,
5847,847,Testing,Gauge Machine,67.38,46.4,12,54719,
5848,848,Testing,Extruder,6.97,35.87,3,69674,
5849,849,Testing,Coil Oven,37.47,50.29,11,37048,
5850,850,Testing,Pump,30.28,68.54,12,33768,
5851,851,Testing,Coil Oven,35.97,80.9,11,76042,
5852,852,Testing,Gauge Machine,7.7,38.3,4,53804,
5853,853,Testing,Extruder,40.61,82.61,2,61059,
5854,854,Testing,Coil Oven,46.52,78.5,11,65709,
5855,855,Testing,Gauge Machine,42.58,50.45,12,23306,
5856,856,Testing,Gauge Machine,72.8,60.59,10,40077,
5857,857,Testing,Pressure Cutter,40.7,89.58,8,34494,
5858,858,Testing,Pump,89.22,80.88,14,32002,
5859,859,Testing,Coil Oven,27.86,67.85,14,42166,
5860,860,Testing,Extruder,47.99,88.45,17,26300,
5861,861,Testing,Pump,68.15,92.18,14,23638,
5862,862,Testing,Extruder,30.55,76.05,15,31866,
5863,863,Testing,Extruder,29.1,58.17,15,53242,
5864,864,Testing,Gauge Machine,59.23,91.99,12,79787,
5865,865,Testing,Pressure Cutter,63.93,84.56,6,51266,
5866,866,Testing,Extruder,77.03,72.75,2,39669,
5867,867,Testing,Pump,87.61,91.07,16,31992,
5868,868,Testing,Pressure Cutter,57.89,61.73,14,35756,
5869,869,Testing,Pressure Cutter,48.81,55.15,5,60805,
5870,870,Testing,Coil Oven,27.99,75.28,3,71873,
5871,871,Testing,Pressure Cutter,94.54,73.39,12,57912,
5872,872,Testing,Coil Oven,84.44,40.07,10,44860,
5873,873,Testing,Pump,85.0,48.19,16,75135,
5874,874,Testing,Extruder,26.64,67.36,12,74983,
5875,875,Testing,Pressure Cutter,96.25,45.07,5,74920,
5876,876,Testing,Extruder,25.76,84.73,15,57998,
5877,877,Testing,Extruder,97.28,54.33,4,59582,
5878,878,Testing,Extruder,26.13,85.94,7,63123,
5879,879,Testing,Extruder,7.64,69.24,5,36375,
5880,880,Testing,Coil Oven,33.27,48.92,10,31785,
5881,881,Testing,Pump,55.46,92.1,17,54837,
5882,882,Testing,Pressure Cutter,93.57,44.06,1,49545,
5883,883,Testing,Coil Oven,28.74,57.15,3,38998,
5884,884,Testing,Coil Oven,70.99,47.63,11,65614,
5885,885,Testing,Extruder,52.58,56.34,10,25662,
5886,886,Testing,Pressure Cutter,83.11,73.34,7,29274,
5887,887,Testing,Pump,47.89,59.71,5,56921,
5888,888,Testing,Extruder,56.73,71.26,1,65628,
5889,889,Testing,Pressure Cutter,80.83,49.26,4,26186,
5890,890,Testing,Coil Oven,18.36,79.72,15,75801,
5891,891,Testing,Coil Oven,91.54,83.84,4,25070,
5892,892,Testing,Pressure Cutter,98.3,47.96,3,76105,
5893,893,Testing,Gauge Machine,35.83,53.55,12,71939,
5894,894,Testing,Coil Oven,96.04,59.81,12,74309,
5895,895,Testing,Extruder,88.94,46.51,5,44638,
5896,896,Testing,Gauge Machine,43.65,71.26,4,60031,
5897,897,Testing,Gauge Machine,52.04,55.03,3,49864,
5898,898,Testing,Pump,92.56,82.47,13,34191,
5899,899,Testing,Coil Oven,61.3,80.03,1,56304,
5900,900,Testing,Pressure Cutter,49.85,90.4,13,36638,
5901,901,Testing,Gauge Machine,6.05,81.34,12,66309,
5902,902,Testing,Coil Oven,74.89,72.58,13,77725,
5903,903,Testing,Extruder,9.48,48.35,17,68291,
5904,904,Testing,Extruder,26.82,40.61,3,76865,
5905,905,Testing,Extruder,60.36,82.29,8,61405,
5906,906,Testing,Pump,78.73,50.21,17,77810,
5907,907,Testing,Pump,27.73,85.81,15,67923,
5908,908,Testing,Pump,55.77,92.35,12,30012,
5909,909,Testing,Coil Oven,62.49,60.69,13,71314,
5910,910,Testing,Gauge Machine,44.78,47.28,6,27649,
5911,911,Testing,Pressure Cutter,64.59,93.9,2,78352,
5912,912,Testing,Extruder,96.89,65.54,14,52622,
5913,913,Testing,Coil Oven,42.08,78.71,7,39864,
5914,914,Testing,Extruder,5.13,56.2,6,76630,
5915,915,Testing,Gauge Machine,79.79,48.48,15,44900,
5916,916,Testing,Extruder,5.85,42.7,11,62860,
5917,917,Testing,Extruder,18.56,61.24,13,69481,
5918,918,Testing,Extruder,31.97,82.5,6,44034,
5919,919,Testing,Pump,15.25,41.26,3,31909,
5920,920,Testing,Coil Oven,30.65,59.83,1,67464,
5921,921,Testing,Gauge Machine,35.16,85.85,5,78183,
5922,922,Testing,Extruder,21.98,91.36,2,60655,
5923,923,Testing,Coil Oven,42.36,72.88,15,73467,
5924,924,Testing,Coil Oven,80.85,55.01,17,61249,
5925,925,Testing,Extruder,72.37,94.41,15,61320,
5926,926,Testing,Gauge Machine,86.12,74.2,15,77587,
5927,927,Testing,Pump,99.96,46.02,8,29204,
5928,928,Testing,Pump,24.68,91.49,11,75707,
5929,929,Testing,Coil Oven,31.06,61.72,7,50013,
5930,930,Testing,Gauge Machine,58.76,59.79,14,78015,
5931,931,Testing,Coil Oven,32.9,53.97,14,58614,
5932,932,Testing,Pump,57.3,93.28,8,38781,
5933,933,Testing,Pump,93.97,77.39,16,43211,
5934,934,Testing,Pump,48.87,35.62,5,39689,
5935,935,Testing,Pump,36.86,45.52,7,65733,
5936,936,Testing,Pressure Cutter,23.57,86.22,9,45220,
5937,937,Testing,Extruder,57.16,70.93,11,39379,
5938,938,Testing,Pressure Cutter,79.74,72.72,14,41078,
5939,939,Testing,Pressure Cutter,33.58,59.76,4,38319,
5940,940,Testing,Coil Oven,6.52,94.54,6,72690,
5941,941,Testing,Pump,45.6,47.28,2,32447,
5942,942,Testing,Pump,59.85,81.05,9,33660,
5943,943,Testing,Pump,62.82,89.0,2,50570,
5944,944,Testing,Pressure Cutter,16.85,77.66,4,73083,
5945,945,Testing,Pressure Cutter,53.1,94.32,15,37290,
5946,946,Testing,Coil Oven,87.11,66.18,10,63062,
5947,947,Testing,Coil Oven,70.35,54.16,4,74400,
5948,948,Testing,Pump,99.26,94.53,10,44537,
5949,949,Testing,Gauge Machine,32.73,75.91,8,28441,
5950,950,Testing,Gauge Machine,73.21,63.28,4,35363,
5951,951,Testing,Gauge Machine,54.15,84.33,12,53651,
5952,952,Testing,Gauge Machine,84.4,39.89,12,61061,
5953,953,Testing,Extruder,73.16,73.22,3,46229,
5954,954,Testing,Extruder,15.28,56.07,7,52683,
5955,955,Testing,Pump,75.49,75.48,7,23663,
5956,956,Testing,Gauge Machine,29.1,38.39,5,65982,
5957,957,Testing,Extruder,56.78,76.83,2,40954,
5958,958,Testing,Pump,57.82,51.6,9,68198,
5959,959,Testing,Gauge Machine,68.63,38.37,4,38278,
5960,960,Testing,Coil Oven,66.88,65.76,3,58691,
5961,961,Testing,Pressure Cutter,40.0,49.03,7,33585,
5962,962,Testing,Pump,27.1,93.54,10,77423,
5963,963,Testing,Gauge Machine,39.07,67.21,17,34655,
5964,964,Testing,Gauge Machine,19.81,66.09,13,76323,
5965,965,Testing,Coil Oven,89.93,77.7,8,66312,
5966,966,Testing,Gauge Machine,93.41,49.12,1,40973,
5967,967,Testing,Pump,58.52,66.86,12,33139,
5968,968,Testing,Pump,22.24,49.85,8,41335,
5969,969,Testing,Gauge Machine,32.16,83.3,16,44203,
5970,970,Testing,Coil Oven,67.09,66.03,13,23450,
5971,971,Testing,Coil Oven,62.0,82.8,3,24405,
5972,972,Testing,Pump,21.37,69.31,11,27431,
5973,973,Testing,Pump,59.88,52.45,13,46463,
5974,974,Testing,Coil Oven,28.57,48.2,17,35959,
5975,975,Testing,Pressure Cutter,88.38,68.48,17,35240,
5976,976,Testing,Gauge Machine,69.07,56.44,12,54834,
5977,977,Testing,Pump,98.56,53.62,6,40410,
5978,978,Testing,Extruder,36.64,83.45,3,39774,
5979,979,Testing,Gauge Machine,54.12,77.56,12,74931,
5980,980,Testing,Extruder,56.3,65.1,4,66167,
5981,981,Testing,Pump,75.22,76.84,8,38216,
5982,982,Testing,Gauge Machine,86.54,50.82,1,55464,
5983,983,Testing,Pump,31.24,73.02,13,67996,
5984,984,Testing,Extruder,51.35,82.08,11,78939,
5985,985,Testing,Pressure Cutter,24.49,71.08,4,34433,
5986,986,Testing,Gauge Machine,91.96,61.16,2,34680,
5987,987,Testing,Extruder,25.8,38.96,1,40334,
5988,988,Testing,Pump,39.07,36.02,7,77670,
5989,989,Testing,Pump,46.67,63.27,2,62398,
5990,990,Testing,Gauge Machine,52.83,55.95,2,58909,
5991,991,Testing,Extruder,99.01,80.5,5,33927,
5992,992,Testing,Gauge Machine,14.21,45.93,12,47245,
5993,993,Testing,Extruder,21.77,52.06,10,39640,
5994,994,Testing,Pressure Cutter,8.6,93.32,11,28722,
5995,995,Testing,Coil Oven,66.47,52.78,11,71174,
5996,996,Testing,Gauge Machine,38.8,51.51,2,79660,
5997,997,Testing,Coil Oven,57.47,80.16,17,38529,
5998,998,Testing,Extruder,10.99,70.45,4,43019,
5999,999,Testing,Pressure Cutter,53.59,73.88,10,37817,
6000,1000,Testing,Gauge Machine,69.12,53.57,4,45578,
6001,1001,Testing,Pump,34.35,36.14,6,53800,
6002,1002,Testing,Extruder,18.17,38.8,13,40113,
6003,1003,Testing,Coil Oven,20.9,42.51,4,68609,
6004,1004,Testing,Extruder,59.64,84.1,5,63017,
6005,1005,Testing,Pressure Cutter,29.01,40.78,16,33689,
6006,1006,Testing,Pressure Cutter,57.95,65.54,14,42084,
6007,1007,Testing,Coil Oven,55.5,39.17,14,70345,
6008,1008,Testing,Pressure Cutter,76.56,65.74,9,34307,
6009,1009,Testing,Coil Oven,35.57,54.92,13,48264,
6010,1010,Testing,Gauge Machine,89.33,53.93,9,50652,
6011,1011,Testing,Pump,70.9,92.86,1,33861,
6012,1012,Testing,Extruder,53.82,38.58,4,61662,
6013,1013,Testing,Coil Oven,85.61,51.14,9,40648,
6014,1014,Testing,Gauge Machine,73.74,85.06,6,61151,
6015,1015,Testing,Extruder,95.43,50.76,6,39141,
6016,1016,Testing,Gauge Machine,68.26,91.29,16,42722,
6017,1017,Testing,Extruder,37.19,64.32,13,49319,
6018,1018,Testing,Pressure Cutter,53.01,61.44,11,38115,
6019,1019,Testing,Gauge Machine,13.45,79.34,14,39174,
6020,1020,Testing,Coil Oven,5.27,94.29,5,44016,
6021,1021,Testing,Pressure Cutter,57.88,92.8,17,36676,
6022,1022,Testing,Gauge Machine,12.69,52.29,17,59037,
6023,1023,Testing,Coil Oven,35.13,87.26,9,42840,
6024,1024,Testing,Extruder,83.92,63.77,2,45805,
6025,1025,Testing,Extruder,80.47,84.1,16,62647,
6026,1026,Testing,Coil Oven,8.27,40.65,12,55325,
6027,1027,Testing,Pressure Cutter,52.88,61.62,16,59792,
6028,1028,Testing,Pressure Cutter,65.6,77.97,5,50175,
6029,1029,Testing,Coil Oven,51.86,90.62,2,64319,
6030,1030,Testing,Pump,97.8,63.58,5,23445,
6031,1031,Testing,Extruder,18.82,84.02,16,68578,
6032,1032,Testing,Pressure Cutter,19.92,62.22,15,62060,
6033,1033,Testing,Extruder,93.11,36.25,2,46021,
6034,1034,Testing,Gauge Machine,5.03,64.33,17,53417,
6035,1035,Testing,Pump,19.83,44.99,9,50863,
6036,1036,Testing,Gauge Machine,12.77,43.1,4,64119,
6037,1037,Testing,Pressure Cutter,89.43,47.41,8,69996,
6038,1038,Testing,Coil Oven,15.82,41.87,11,34214,
6039,1039,Testing,Coil Oven,70.41,89.46,16,29346,
6040,1040,Testing,Pump,66.3,76.71,3,78119,
6041,1041,Testing,Pressure Cutter,42.87,64.12,13,36275,
6042,1042,Testing,Gauge Machine,73.74,77.42,14,30571,
6043,1043,Testing,Pump,87.43,60.09,16,28135,
6044,1044,Testing,Gauge Machine,46.51,93.23,10,70858,
6045,1045,Testing,Extruder,10.3,71.24,13,42370,
6046,1046,Testing,Gauge Machine,86.97,93.08,16,26904,
6047,1047,Testing,Pressure Cutter,51.42,83.97,7,49655,
6048,1048,Testing,Gauge Machine,35.67,42.88,1,56933,
6049,1049,Testing,Pump,99.53,82.97,6,39337,
6050,1050,Testing,Extruder,16.53,85.05,5,76072,
6051,1051,Testing,Pump,99.84,90.62,4,36215,
6052,1052,Testing,Coil Oven,7.99,73.42,2,48327,
6053,1053,Testing,Pump,60.7,67.55,5,76530,
6054,1054,Testing,Pressure Cutter,6.9,83.18,13,53645,
6055,1055,Testing,Pressure Cutter,46.68,74.24,12,39902,
6056,1056,Testing,Pump,21.75,77.03,17,42222,
6057,1057,Testing,Coil Oven,18.47,92.14,3,70740,
6058,1058,Testing,Coil Oven,7.05,45.98,5,23789,
6059,1059,Testing,Extruder,15.22,75.94,11,55371,
6060,1060,Testing,Coil Oven,38.02,81.73,4,48129,
6061,1061,Testing,Pump,13.14,40.43,13,49862,
6062,1062,Testing,Pressure Cutter,32.18,93.75,4,65036,
6063,1063,Testing,Pump,69.03,46.5,12,47170,
6064,1064,Testing,Pressure Cutter,15.03,67.2,3,46302,
6065,1065,Testing,Gauge Machine,6.66,94.62,7,38820,
6066,1066,Testing,Pump,19.69,36.57,15,62671,
6067,1067,Testing,Gauge Machine,86.4,63.74,11,71415,
6068,1068,Testing,Coil Oven,40.27,35.49,4,56580,
6069,1069,Testing,Gauge Machine,36.13,49.01,14,36881,
6070,1070,Testing,Gauge Machine,36.46,55.37,6,25329,
6071,1071,Testing,Extruder,45.25,69.77,3,34887,
6072,1072,Testing,Pump,23.73,79.52,5,35092,
6073,1073,Testing,Gauge Machine,92.29,63.55,4,69490,
6074,1074,Testing,Extruder,71.71,37.97,15,39618,
6075,1075,Testing,Pressure Cutter,64.77,89.66,6,56563,
6076,1076,Testing,Gauge Machine,40.51,42.28,2,49969,
6077,1077,Testing,Coil Oven,94.8,52.29,8,73119,
6078,1078,Testing,Pump,49.82,67.89,1,28238,
6079,1079,Testing,Pump,88.31,40.5,7,56746,
6080,1080,Testing,Pressure Cutter,73.62,40.08,16,73043,
6081,1081,Testing,Extruder,27.51,72.46,12,31541,
6082,1082,Testing,Gauge Machine,6.5,51.92,5,30506,
6083,1083,Testing,Gauge Machine,36.9,62.06,16,62262,
6084,1084,Testing,Extruder,31.06,37.42,9,23025,
6085,1085,Testing,Extruder,40.65,50.95,11,65773,
6086,1086,Testing,Pump,99.54,89.46,4,36524,
6087,1087,Testing,Gauge Machine,93.62,83.29,13,38187,
6088,1088,Testing,Gauge Machine,83.07,72.48,5,66475,
6089,1089,Testing,Extruder,77.23,58.45,7,31033,
6090,1090,Testing,Gauge Machine,68.68,36.38,3,53389,
6091,1091,Testing,Pressure Cutter,99.0,59.16,14,53129,
6092,1092,Testing,Pump,87.63,37.99,11,71148,
6093,1093,Testing,Extruder,75.8,91.28,4,40557,
6094,1094,Testing,Pump,70.48,90.95,8,70627,
6095,1095,Testing,Pressure Cutter,28.21,44.66,16,27206,
6096,1096,Testing,Extruder,58.68,79.27,7,47834,
6097,1097,Testing,Coil Oven,48.87,55.8,8,49194,
6098,1098,Testing,Coil Oven,15.42,94.73,5,52088,
6099,1099,Testing,Coil Oven,99.37,86.6,9,57570,
6100,1100,Testing,Pressure Cutter,29.01,49.66,15,40196,
6101,1101,Testing,Pump,78.22,85.21,7,76923,
6102,1102,Testing,Pump,33.71,48.49,8,48178,
6103,1103,Testing,Extruder,16.16,75.1,5,50337,
6104,1104,Testing,Pump,49.43,88.21,16,66276,
6105,1105,Testing,Pressure Cutter,96.95,86.92,10,37096,
6106,1106,Testing,Pressure Cutter,64.32,68.99,1,49699,
6107,1107,Testing,Gauge Machine,59.27,38.49,8,61253,
6108,1108,Testing,Gauge Machine,67.16,63.87,6,37782,
6109,1109,Testing,Gauge Machine,35.29,62.23,3,54666,
6110,1110,Testing,Gauge Machine,39.35,71.92,5,48323,
6111,1111,Testing,Extruder,82.3,49.48,7,62965,
6112,1112,Testing,Gauge Machine,32.25,87.98,4,35750,
6113,1113,Testing,Extruder,60.77,80.38,3,61339,
6114,1114,Testing,Coil Oven,68.88,71.33,14,61369,
6115,1115,Testing,Pump,49.66,69.22,1,37471,
6116,1116,Testing,Extruder,61.79,50.6,14,33243,
6117,1117,Testing,Coil Oven,35.62,44.28,8,39157,
6118,1118,Testing,Extruder,21.13,66.97,16,69053,
6119,1119,Testing,Extruder,56.77,87.66,9,50296,
6120,1120,Testing,Coil Oven,85.83,42.38,12,64246,
6121,1121,Testing,Pump,85.93,75.14,10,23538,
6122,1122,Testing,Coil Oven,52.06,91.15,3,77854,
6123,1123,Testing,Gauge Machine,70.3,84.86,2,68931,
6124,1124,Testing,Gauge Machine,17.28,54.84,9,33291,
6125,1125,Testing,Extruder,42.27,64.63,4,76715,
6126,1126,Testing,Extruder,22.94,35.09,6,71599,
6127,1127,Testing,Pressure Cutter,36.36,84.3,11,31087,
6128,1128,Testing,Gauge Machine,9.03,83.87,10,32206,
6129,1129,Testing,Pump,38.44,81.6,4,53173,
6130,1130,Testing,Pump,46.17,71.41,6,25956,
6131,1131,Testing,Coil Oven,17.99,40.01,5,37007,
6132,1132,Testing,Gauge Machine,29.59,46.25,3,63285,
6133,1133,Testing,Extruder,57.94,38.33,1,34975,
6134,1134,Testing,Coil Oven,64.54,36.86,5,69797,
6135,1135,Testing,Gauge Machine,23.35,74.42,6,36155,
6136,1136,Testing,Gauge Machine,42.58,80.26,5,75953,
6137,1137,Testing,Extruder,47.61,68.42,17,30834,
6138,1138,Testing,Coil Oven,48.74,46.39,4,47965,
6139,1139,Testing,Coil Oven,97.58,55.11,3,46030,
6140,1140,Testing,Pressure Cutter,12.21,84.67,12,58589,
6141,1141,Testing,Coil Oven,28.38,64.86,7,68832,
6142,1142,Testing,Gauge Machine,85.68,84.47,15,33288,
6143,1143,Testing,Pump,40.26,63.83,5,62461,
6144,1144,Testing,Extruder,70.15,59.07,11,78147,
6145,1145,Testing,Coil Oven,24.36,46.38,15,31353,
6146,1146,Testing,Gauge Machine,10.77,60.69,14,45036,
6147,1147,Testing,Coil Oven,12.89,79.8,4,46620,
6148,1148,Testing,Pump,97.46,48.17,3,59510,
6149,1149,Testing,Pressure Cutter,70.26,48.8,5,31509,
6150,1150,Testing,Pressure Cutter,30.51,71.24,14,40613,
6151,1151,Testing,Pressure Cutter,65.27,46.61,10,73842,
6152,1152,Testing,Coil Oven,86.14,84.16,17,59519,
6153,1153,Testing,Coil Oven,81.17,43.38,3,27565,
6154,1154,Testing,Pressure Cutter,38.23,42.69,15,71896,
6155,1155,Testing,Pump,97.05,81.4,9,24011,
6156,1156,Testing,Pump,81.57,61.89,8,67336,
6157,1157,Testing,Coil Oven,20.4,62.28,5,66922,
6158,1158,Testing,Extruder,79.3,57.01,16,67932,
6159,1159,Testing,Coil Oven,98.58,69.45,8,38726,
6160,1160,Testing,Coil Oven,44.54,76.1,5,32553,
6161,1161,Testing,Pump,22.52,53.49,11,34055,
6162,1162,Testing,Coil Oven,24.53,69.18,4,56705,
6163,1163,Testing,Extruder,76.54,36.54,10,32049,
6164,1164,Testing,Extruder,74.06,89.19,5,29293,
6165,1165,Testing,Gauge Machine,44.69,43.64,7,39459,
6166,1166,Testing,Gauge Machine,7.52,41.3,1,58952,
6167,1167,Testing,Extruder,93.16,58.67,3,78789,
6168,1168,Testing,Extruder,40.94,37.97,15,75869,
6169,1169,Testing,Extruder,93.35,68.03,12,78702,
6170,1170,Testing,Gauge Machine,40.63,85.64,11,37467,
6171,1171,Testing,Pressure Cutter,40.66,91.34,4,45790,
6172,1172,Testing,Extruder,80.71,89.83,2,62443,
6173,1173,Testing,Gauge Machine,6.38,42.39,13,42143,
6174,1174,Testing,Pressure Cutter,6.19,58.22,6,42300,
6175,1175,Testing,Extruder,45.66,81.07,6,39150,
6176,1176,Testing,Pressure Cutter,27.34,54.16,9,73530,
6177,1177,Testing,Gauge Machine,70.31,79.52,10,30241,
6178,1178,Testing,Pressure Cutter,54.66,61.49,7,47332,
6179,1179,Testing,Pump,44.31,80.94,6,73505,
6180,1180,Testing,Pump,5.91,66.38,3,76125,
6181,1181,Testing,Extruder,97.59,70.91,9,41212,
6182,1182,Testing,Coil Oven,56.81,42.03,4,42025,
6183,1183,Testing,Pump,14.1,43.29,4,46903,
6184,1184,Testing,Pressure Cutter,95.54,71.46,10,57608,
6185,1185,Testing,Pump,5.54,67.45,15,24425,
6186,1186,Testing,Extruder,75.33,90.97,6,60972,
6187,1187,Testing,Extruder,9.67,60.05,8,33162,
6188,1188,Testing,Pump,82.56,94.73,4,29183,
6189,1189,Testing,Pump,18.01,77.73,5,75295,
6190,1190,Testing,Pump,29.25,41.79,10,33155,
6191,1191,Testing,Pump,68.89,65.65,4,26221,
6192,1192,Testing,Extruder,29.2,65.91,7,37252,
6193,1193,Testing,Pump,23.61,94.71,14,25172,
6194,1194,Testing,Extruder,85.79,79.27,12,71564,
6195,1195,Testing,Pump,52.1,40.38,12,50699,
6196,1196,Testing,Extruder,96.31,76.4,10,79581,
6197,1197,Testing,Extruder,49.09,77.29,12,40270,
6198,1198,Testing,Coil Oven,20.47,44.1,5,48741,
6199,1199,Testing,Gauge Machine,40.3,62.8,10,61941,
6200,1200,Testing,Pump,21.44,50.86,2,51777,
6201,1201,Testing,Gauge Machine,67.65,63.74,4,41091,
6202,1202,Testing,Pressure Cutter,90.7,47.96,10,55340,
6203,1203,Testing,Pump,80.33,79.4,8,47152,
6204,1204,Testing,Coil Oven,49.34,66.57,6,71683,
6205,1205,Testing,Pump,36.51,61.79,14,35864,
6206,1206,Testing,Extruder,48.62,81.77,9,64630,
6207,1207,Testing,Gauge Machine,51.8,87.09,2,52344,
6208,1208,Testing,Extruder,80.09,90.22,13,61093,
6209,1209,Testing,Coil Oven,58.55,86.49,2,25988,
6210,1210,Testing,Extruder,62.62,51.8,3,52302,
6211,1211,Testing,Coil Oven,90.84,79.26,4,76520,
6212,1212,Testing,Pressure Cutter,93.65,92.28,2,78777,
6213,1213,Testing,Gauge Machine,24.78,83.44,13,39889,
6214,1214,Testing,Coil Oven,53.71,58.73,7,25998,
6215,1215,Testing,Coil Oven,39.97,48.57,3,65207,
6216,1216,Testing,Pressure Cutter,46.73,69.86,9,78639,
6217,1217,Testing,Pressure Cutter,97.88,55.68,5,41670,
6218,1218,Testing,Extruder,49.24,82.1,7,30215,
6219,1219,Testing,Pressure Cutter,51.68,55.28,4,59570,
6220,1220,Testing,Pressure Cutter,16.66,90.63,11,46041,
6221,1221,Testing,Coil Oven,81.72,51.87,15,67198,
6222,1222,Testing,Pump,16.51,37.97,13,29780,
6223,1223,Testing,Coil Oven,42.82,63.68,7,75699,
6224,1224,Testing,Pump,71.92,65.76,12,49565,
6225,1225,Testing,Coil Oven,65.97,64.43,10,73932,
6226,1226,Testing,Pump,8.45,53.03,7,42961,
6227,1227,Testing,Gauge Machine,76.2,73.66,17,60090,
6228,1228,Testing,Coil Oven,91.95,35.98,6,69349,
6229,1229,Testing,Extruder,12.59,74.71,6,78684,
6230,1230,Testing,Coil Oven,8.1,91.13,5,34482,
6231,1231,Testing,Coil Oven,57.52,43.22,15,42664,
6232,1232,Testing,Pressure Cutter,59.37,83.36,5,69961,
6233,1233,Testing,Extruder,20.66,50.7,6,52964,
6234,1234,Testing,Extruder,55.21,64.23,15,26456,
6235,1235,Testing,Gauge Machine,47.75,52.65,13,28895,
6236,1236,Testing,Extruder,36.92,86.58,5,58363,
6237,1237,Testing,Pump,31.35,69.25,7,53085,
6238,1238,Testing,Pump,97.52,37.96,14,69248,
6239,1239,Testing,Pressure Cutter,54.48,45.17,16,69075,
6240,1240,Testing,Pressure Cutter,23.7,91.89,4,31210,
6241,1241,Testing,Gauge Machine,13.27,74.22,14,79230,
6242,1242,Testing,Coil Oven,14.24,73.7,15,65237,
6243,1243,Testing,Pump,22.45,49.1,14,72259,
6244,1244,Testing,Pump,23.4,80.56,10,34675,
6245,1245,Testing,Extruder,22.17,67.58,3,41882,
6246,1246,Testing,Pump,28.99,57.71,4,54206,
6247,1247,Testing,Pump,82.17,42.66,17,49341,
6248,1248,Testing,Extruder,12.6,76.5,4,26803,
6249,1249,Testing,Coil Oven,69.84,49.15,16,67775,
6250,1250,Testing,Pressure Cutter,55.12,76.48,12,67717,
6251,1251,Testing,Coil Oven,96.49,48.15,2,27945,
6252,1252,Testing,Coil Oven,44.11,74.63,10,51653,
6253,1253,Testing,Pump,8.46,49.75,16,49168,
6254,1254,Testing,Extruder,55.55,65.33,14,53301,
6255,1255,Testing,Extruder,47.19,61.75,4,74730,
6256,1256,Testing,Pump,52.67,44.22,12,41411,
6257,1257,Testing,Pressure Cutter,76.56,58.22,12,43244,
6258,1258,Testing,Coil Oven,85.61,90.44,8,74044,
6259,1259,Testing,Coil Oven,5.24,93.83,7,75888,
6260,1260,Testing,Pressure Cutter,35.45,69.82,7,26404,
6261,1261,Testing,Coil Oven,53.57,60.52,9,64820,
6262,1262,Testing,Gauge Machine,93.69,45.06,2,23654,
6263,1263,Testing,Gauge Machine,36.89,90.32,14,32272,
6264,1264,Testing,Pressure Cutter,97.89,91.9,7,47186,
6265,1265,Testing,Extruder,18.02,88.67,13,46413,
6266,1266,Testing,Coil Oven,76.59,58.3,5,23729,
6267,1267,Testing,Extruder,11.23,82.2,7,71472,
6268,1268,Testing,Pressure Cutter,53.18,48.32,16,45313,
6269,1269,Testing,Pressure Cutter,98.85,49.72,17,71127,
6270,1270,Testing,Pump,25.37,43.37,17,67520,
6271,1271,Testing,Gauge Machine,39.81,56.97,8,65810,
6272,1272,Testing,Pump,82.76,35.55,6,73964,
6273,1273,Testing,Pressure Cutter,44.87,80.77,3,24072,
6274,1274,Testing,Extruder,62.09,64.47,3,44116,
6275,1275,Testing,Gauge Machine,25.21,86.65,12,53696,
6276,1276,Testing,Extruder,98.15,81.48,6,65504,
6277,1277,Testing,Extruder,41.14,66.57,5,46606,
6278,1278,Testing,Gauge Machine,55.67,44.81,7,41894,
6279,1279,Testing,Coil Oven,26.38,42.29,9,57028,
6280,1280,Testing,Gauge Machine,87.23,49.31,2,26333,
6281,1281,Testing,Gauge Machine,50.21,58.14,13,47793,
6282,1282,Testing,Pressure Cutter,89.69,59.7,3,65525,
6283,1283,Testing,Coil Oven,17.33,44.67,11,59045,
6284,1284,Testing,Pressure Cutter,83.11,70.13,5,46601,
6285,1285,Testing,Coil Oven,95.99,72.55,5,38912,
6286,1286,Testing,Pressure Cutter,76.58,78.16,7,72710,
6287,1287,Testing,Pump,12.6,48.22,7,24723,
6288,1288,Testing,Pressure Cutter,67.33,50.75,14,66169,
6289,1289,Testing,Gauge Machine,37.31,79.81,10,64104,
6290,1290,Testing,Coil Oven,27.54,84.26,6,35593,
6291,1291,Testing,Extruder,28.27,86.28,17,54882,
6292,1292,Testing,Gauge Machine,61.01,53.26,14,71679,
6293,1293,Testing,Pressure Cutter,62.4,41.99,5,38935,
6294,1294,Testing,Pump,75.4,51.02,9,48327,
