Project_ID,Project_Type,Location,Start_Date,End_Date,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Deviation,Vibration_Level,Crack_Width,Load_Bearing_Capacity,Temperature,Humidity,Weather_Condition,Air_Quality_Index,Energy_Consumption,Material_Usage,Labor_Hours,Equipment_Utilization,Accident_Count,Safety_Risk_Score,Image_Analysis_Score,Anomaly_Detected,Completion_Percentage,Risk_Level
PJT_501,Tunnel,Houston,2021-05-15,2023-02-17,41113874,51388826.55,10274952.55,629,643,14,1.41,4.06,220.01,36.05,35.88,Cloudy,242,14065.09,399.39,6244,58.44,0,1.62,73.22,0,57.71,Low
PJT_502,Bridge,Los Angeles,2021-05-16,2022-09-12,16136395,20262537.49,4126142.49,351,484,133,0.4,2.71,192.51,-4.87,85.05,Snowy,146,43878.07,633.39,9154,81.52,3,1.47,58.22,0,12.33,Low
PJT_503,Dam,Houston,2021-05-17,2023-06-11,6630761,7379737.26,748976.26,562,755,193,0.56,0.66,354.79,30.63,70.22,Stormy,248,19460.85,545.46,8951,85.18,9,3.64,86.53,1,53.31,High
PJT_504,Building,Chicago,2021-05-18,2022-03-08,48494032,45157332.78,-3336699.22,313,294,-19,1.7,3.83,180.31,42.8,73.39,Rainy,250,49530.42,951.16,2748,49.09,0,3.66,98.68,0,30.27,Medium
PJT_505,Building,New York,2021-05-19,2023-04-04,3901092,3585284.01,-315807.99,605,685,80,0.5,4.66,309.74,27.32,34.1,Stormy,242,12095.99,772.82,8670,64.04,8,2.06,73.48,0,47.2,Low
PJT_506,Bridge,Houston,2021-05-20,2021-12-24,16783215,19367848.34,2584633.34,204,218,14,0.24,4.74,79.65,21.38,36.39,Cloudy,129,28235.29,757.49,3204,68.97,1,4.64,81.62,0,87.08,Medium
PJT_507,Tunnel,New York,2021-05-21,2023-05-29,44465574,42275165.45,-2190408.55,682,738,56,1.44,1.85,136.08,42.01,56.49,Sunny,195,40678.0,141.72,2892,61.34,6,3.56,71.55,0,79.26,Medium
PJT_508,Tunnel,Los Angeles,2021-05-22,2022-11-15,2722907,3442048.99,719141.99,364,542,178,0.86,0.68,233.33,14.36,32.05,Snowy,103,24468.91,594.7,8018,59.33,2,1.23,56.92,1,31.78,Medium
PJT_509,Dam,New York,2021-05-23,2022-04-27,28681791,40974342.07,12292551.07,264,339,75,1.85,2.59,471.63,22.96,41.38,Sunny,176,26063.78,520.29,4093,81.19,1,8.97,98.53,0,98.65,High
PJT_510,Bridge,Los Angeles,2021-05-24,2024-02-11,47618152,68081999.96,20463847.96,746,993,247,1.34,0.56,219.76,16.2,42.5,Cloudy,224,49386.01,935.06,1973,52.95,3,8.97,56.48,0,91.29,High
PJT_511,Building,Chicago,2021-05-25,2022-09-17,31999906,41453550.1,9453644.1,323,480,157,0.27,4.67,348.83,41.31,31.17,Snowy,183,24138.87,331.61,5024,82.56,6,2.88,55.58,0,57.58,Medium
PJT_512,Tunnel,Los Angeles,2021-05-26,2024-01-17,20647790,21199893.3,552103.3,858,966,108,1.9,0.92,164.79,-5.82,34.36,Stormy,115,32183.24,342.85,7615,96.1,6,2.47,72.96,0,57.71,Low
PJT_513,Bridge,Los Angeles,2021-05-27,2023-08-21,7882799,11176217.44,3293418.44,591,816,225,0.59,1.26,107.17,17.56,75.2,Stormy,186,7454.28,470.21,5329,73.91,8,5.93,82.94,1,91.11,High
PJT_514,Tunnel,Seattle,2021-05-28,2022-09-08,25729233,36835412.37,11106179.37,403,468,65,0.74,2.03,76.34,27.78,31.7,Cloudy,245,42899.45,319.03,7715,76.69,2,6.68,67.75,0,67.25,High
PJT_515,Tunnel,Houston,2021-05-29,2022-12-17,41476415,42222664.92,746249.92,399,567,168,0.86,1.92,187.44,33.55,21.99,Snowy,158,34167.56,216.27,2477,44.14,6,9.62,59.63,0,58.3,High
PJT_516,Building,Houston,2021-05-30,2022-05-26,41081357,55149899.87,14068542.87,358,361,3,0.2,3.97,120.95,22.07,64.05,Stormy,72,23180.9,871.67,6689,91.87,5,4.4,90.95,0,77.42,Medium
PJT_517,Road,Chicago,2021-05-31,2024-09-02,23143202,24807469.68,1664267.68,810,1190,380,1.04,2.28,128.3,39.99,88.32,Cloudy,295,5727.63,602.45,9962,57.13,9,6.56,68.16,0,31.16,High
PJT_518,Dam,Chicago,2021-06-01,2023-02-22,45831979,63320737.46,17488758.46,612,631,19,0.33,0.85,392.34,41.81,43.18,Cloudy,156,31625.1,875.23,8329,76.9,6,8.9,59.72,0,89.05,High
PJT_519,Dam,Houston,2021-06-02,2022-10-02,13374888,20040166.33,6665278.33,444,487,43,0.86,1.34,57.13,-6.46,28.31,Sunny,286,5569.6,848.02,7444,98.75,6,5.05,68.25,0,57.83,Medium
PJT_520,Building,Seattle,2021-06-03,2023-09-04,24536507,22524896.27,-2011610.73,608,823,215,0.77,2.55,301.01,12.13,59.93,Stormy,220,5054.16,353.84,9497,75.73,9,2.1,60.73,0,64.31,Low
PJT_521,Tunnel,Houston,2021-06-04,2024-01-16,9343528,13439913.06,4096385.06,841,956,115,1.57,0.74,220.76,-8.71,83.44,Snowy,100,32724.44,592.96,1001,83.48,4,4.4,75.97,0,18.09,Medium
PJT_522,Bridge,Seattle,2021-06-05,2023-06-28,45042449,57365086.53,12322637.53,595,753,158,1.63,3.06,277.95,8.12,74.88,Stormy,121,13505.77,174.9,9462,66.72,8,2.23,83.41,0,37.86,Low
PJT_523,Tunnel,Chicago,2021-06-06,2023-06-13,23309604,34592141.64,11282537.64,632,737,105,0.39,2.83,303.27,19.53,63.58,Stormy,152,13634.94,923.73,7843,43.62,6,1.15,89.98,0,48.41,Low
PJT_524,Building,New York,2021-06-07,2022-10-26,42574796,50195927.61,7621131.61,376,506,130,0.8,3.57,191.02,40.09,42.05,Stormy,202,34397.22,463.84,6972,87.86,6,7.76,61.38,1,47.25,High
PJT_525,Dam,Chicago,2021-06-08,2023-07-08,42006179,59162878.56,17156699.56,733,760,27,0.81,4.69,182.8,36.56,57.93,Cloudy,129,7416.37,454.31,8903,42.1,2,3.15,58.35,0,80.05,Medium
PJT_526,Tunnel,Chicago,2021-06-09,2022-01-12,29338206,27502703.42,-1835502.58,232,217,-15,0.39,4.56,380.03,-2.99,26.39,Rainy,212,19103.25,372.48,6105,82.04,0,1.02,50.98,0,35.41,Low
PJT_527,Dam,Los Angeles,2021-06-10,2023-05-23,4881857,5375741.93,493884.93,659,712,53,1.62,4.73,442.07,-4.88,67.53,Rainy,194,11724.44,514.6,8702,41.38,4,8.85,61.4,0,26.39,High
PJT_528,Bridge,Los Angeles,2021-06-11,2023-06-18,39092303,36754971.18,-2337331.82,622,737,115,1.44,1.22,136.66,22.41,70.76,Sunny,67,31107.94,326.58,3914,91.74,7,4.99,51.2,1,62.44,High
PJT_529,Dam,Los Angeles,2021-06-12,2022-11-03,5739400,8524190.63,2784790.63,509,509,0,0.46,0.66,93.93,19.27,87.55,Stormy,204,34779.43,437.37,6156,49.46,4,3.15,67.27,0,65.35,Medium
PJT_530,Dam,Los Angeles,2021-06-13,2022-10-05,45616869,63415857.12,17798988.12,430,479,49,0.8,1.51,454.01,4.65,38.23,Rainy,192,37451.11,819.95,9298,70.86,9,3.37,57.28,0,20.94,Medium
PJT_531,Road,Seattle,2021-06-14,2022-05-24,16168970,22822961.21,6653991.21,302,344,42,0.3,4.48,207.45,39.47,21.29,Sunny,130,16485.4,850.83,4168,75.83,2,3.16,78.99,0,10.22,Medium
PJT_532,Road,Houston,2021-06-15,2022-11-26,23148023,33860445.15,10712422.15,566,529,-37,1.29,4.86,298.09,41.01,58.19,Cloudy,156,9016.24,373.76,3599,67.45,8,2.75,69.19,0,92.59,Medium
PJT_533,Road,New York,2021-06-16,2023-03-25,31443477,29904699.01,-1538777.99,518,647,129,0.33,4.3,211.79,12.14,69.48,Stormy,118,8540.76,522.11,6716,60.45,1,8.57,54.68,1,17.17,High
PJT_534,Dam,Chicago,2021-06-17,2023-07-11,26504364,29985938.97,3481574.97,527,754,227,1.97,0.55,106.61,38.97,75.33,Snowy,129,24176.82,886.44,3235,68.07,2,2.53,69.99,0,90.81,Medium
PJT_535,Building,Seattle,2021-06-18,2022-01-10,18278806,17229985.17,-1048820.83,208,206,-2,1.58,4.74,315.2,11.12,33.56,Cloudy,192,47563.0,147.41,3799,58.68,3,6.06,60.47,0,45.93,High
PJT_536,Dam,New York,2021-06-19,2022-03-15,21137708,21697347.02,559639.02,214,269,55,0.84,2.12,286.31,30.52,38.32,Sunny,91,14797.81,900.23,8013,66.29,9,1.7,84.01,0,68.78,Low
PJT_537,Building,Seattle,2021-06-20,2023-12-12,18649544,19351129.89,701585.89,697,905,208,1.2,0.05,141.35,16.18,55.88,Cloudy,287,16553.37,297.27,6473,61.53,0,9.55,68.22,0,26.71,High
PJT_538,Building,Seattle,2021-06-21,2023-04-14,39363911,46507056.6,7143145.6,575,662,87,1.83,2.21,253.34,-3.26,43.14,Snowy,83,9540.0,710.69,1018,73.97,3,6.43,57.35,1,84.15,High
PJT_539,Road,Chicago,2021-06-22,2024-05-16,48308038,51261461.03,2953423.03,802,1059,257,1.15,0.23,408.63,41.04,80.24,Cloudy,97,32250.66,624.3,1858,54.28,3,9.13,67.48,0,26.22,High
PJT_540,Tunnel,Houston,2021-06-23,2022-12-17,4110691,3948675.78,-162015.22,473,542,69,0.43,2.72,315.69,14.98,53.16,Sunny,260,35594.28,597.65,6380,99.32,8,4.58,61.22,0,44.79,Medium
PJT_541,Bridge,Los Angeles,2021-06-24,2024-01-04,19135313,19144778.35,9465.35,768,924,156,0.82,1.69,93.61,30.4,75.97,Snowy,185,33931.9,873.42,4032,70.05,7,8.3,89.79,0,31.42,High
PJT_542,Road,Houston,2021-06-25,2022-10-16,12688962,12541330.22,-147631.78,528,478,-50,1.7,2.37,296.61,10.19,60.64,Snowy,288,43750.86,191.41,5505,51.65,1,8.68,99.17,1,85.38,High
PJT_543,Road,Chicago,2021-06-26,2022-08-29,14431835,21414621.77,6982786.77,326,429,103,1.32,3.07,366.23,-8.96,74.12,Cloudy,187,26889.16,412.33,6789,68.62,6,7.33,51.27,1,87.25,High
PJT_544,Tunnel,Chicago,2021-06-27,2022-05-12,26090373,35367470.53,9277097.53,246,319,73,1.34,4.34,406.72,-4.47,43.29,Snowy,54,11050.57,584.43,3531,91.98,5,1.84,84.5,0,43.48,Low
PJT_545,Bridge,Chicago,2021-06-28,2023-04-04,19071531,28238393.57,9166862.57,699,645,-54,1.75,3.31,333.1,17.29,78.2,Cloudy,165,18023.23,830.16,8471,41.31,6,1.14,63.2,1,37.66,Medium
PJT_546,Dam,New York,2021-06-29,2022-06-01,23864811,27774924.06,3910113.06,301,337,36,1.8,2.17,118.7,27.95,39.22,Stormy,225,34809.35,294.8,5719,80.77,3,2.52,53.32,1,79.62,Medium
PJT_547,Dam,Houston,2021-06-30,2023-08-11,20352724,21716785.73,1364061.73,519,772,253,1.85,4.1,369.58,8.41,58.23,Snowy,166,32590.49,822.64,5863,72.88,4,2.06,50.72,0,89.07,Low
PJT_548,Road,Houston,2021-07-01,2022-08-13,45319259,62494166.8,17174907.8,354,408,54,0.28,4.53,354.8,28.25,34.98,Cloudy,203,28895.14,459.67,5038,50.17,5,7.53,94.05,1,66.16,High
PJT_549,Bridge,Seattle,2021-07-02,2024-05-12,44301351,48543309.5,4241958.5,870,1045,175,1.13,0.6,60.99,28.42,53.29,Stormy,263,35733.4,270.02,3452,89.05,8,6.01,67.68,0,93.47,High
PJT_550,Road,Seattle,2021-07-03,2024-07-29,5510784,5949607.86,438823.86,776,1122,346,1.51,2.66,235.29,28.72,42.27,Snowy,157,33682.59,783.09,3846,62.13,1,5.73,99.73,0,44.47,High
PJT_551,Building,Seattle,2021-07-04,2023-10-20,31993940,33257815.66,1263875.66,630,838,208,1.54,1.42,199.83,17.09,38.67,Stormy,72,44659.62,181.81,9064,57.63,8,3.28,72.12,0,23.67,Medium
PJT_552,Road,Chicago,2021-07-05,2024-01-10,27455291,26845986.35,-609304.65,736,919,183,1.25,0.24,351.24,40.32,87.69,Snowy,111,31370.74,563.29,7622,89.69,9,2.39,59.38,0,26.17,Low
PJT_553,Road,Houston,2021-07-06,2022-09-13,37124898,39125107.19,2000209.19,315,434,119,0.42,3.34,147.26,16.91,31.21,Sunny,62,40037.06,157.49,9896,78.31,0,2.86,88.86,0,70.28,Medium
PJT_554,Dam,Chicago,2021-07-07,2022-04-10,46598220,51872758.69,5274538.69,195,277,82,1.62,4.31,315.89,14.76,75.11,Sunny,186,16191.82,420.78,4462,93.9,3,4.6,96.32,1,46.68,High
PJT_555,Dam,New York,2021-07-08,2023-03-01,49176440,64145577.44,14969137.44,512,601,89,1.47,0.81,460.94,0.97,88.89,Cloudy,290,35518.22,640.97,2159,77.79,4,7.66,90.78,1,24.07,High
PJT_556,Dam,Seattle,2021-07-09,2022-09-25,47426160,44463870.13,-2962289.87,374,443,69,0.26,4.06,409.01,6.92,21.39,Rainy,69,45598.74,600.5,5626,84.45,8,3.29,87.26,0,36.3,Medium
PJT_557,Building,Chicago,2021-07-10,2023-08-13,10179253,10447009.74,267756.74,675,764,89,0.98,4.27,464.66,-7.67,68.93,Sunny,141,22357.95,464.19,8056,90.19,5,7.29,66.73,0,57.75,High
PJT_558,Dam,Chicago,2021-07-11,2022-04-15,4287093,5939399.45,1652306.45,188,278,90,0.43,4.57,490.33,24.84,37.7,Rainy,157,40059.69,486.14,4722,43.28,3,5.42,53.22,0,20.93,Medium
PJT_559,Bridge,New York,2021-07-12,2023-05-19,2017481,1993580.21,-23900.79,513,676,163,0.74,1.33,54.8,3.67,22.83,Stormy,234,37615.52,304.09,4560,86.56,1,8.97,60.06,0,10.31,High
PJT_560,Tunnel,Los Angeles,2021-07-13,2022-11-11,9451115,10449030.71,997915.71,512,486,-26,0.13,4.52,330.23,6.73,48.2,Stormy,278,7678.68,510.29,7117,76.82,4,3.1,72.34,0,92.56,Medium
PJT_561,Bridge,Houston,2021-07-14,2023-07-01,27271534,38692725.71,11421191.71,506,717,211,0.86,1.6,235.78,32.39,85.47,Rainy,201,31167.87,957.93,7589,44.17,7,5.06,97.81,0,37.44,Medium
PJT_562,Bridge,Los Angeles,2021-07-15,2022-03-03,32590452,32360858.35,-229593.65,194,231,37,1.14,2.76,436.93,8.0,20.82,Cloudy,157,10858.52,865.41,7849,70.51,7,1.87,86.14,0,29.93,Low
PJT_563,Dam,Seattle,2021-07-16,2023-08-01,3338377,3170263.35,-168113.65,793,746,-47,1.28,0.25,163.32,3.32,61.15,Snowy,82,48529.36,230.71,3243,44.95,5,4.02,91.41,0,72.86,Medium
PJT_564,Tunnel,Chicago,2021-07-17,2022-11-27,33271884,39617590.78,6345706.78,405,498,93,1.36,0.22,491.46,-0.7,55.1,Rainy,197,41513.34,126.8,9177,84.16,0,5.56,63.86,0,86.81,Medium
PJT_565,Tunnel,New York,2021-07-18,2023-06-13,18583780,20097460.6,1513680.6,604,695,91,1.69,3.6,326.17,32.62,81.14,Rainy,237,9937.57,940.17,2760,72.79,7,7.59,84.19,0,66.91,High
PJT_566,Tunnel,New York,2021-07-19,2023-11-03,21696165,26860829.0,5164664.0,587,837,250,0.51,2.22,407.09,-2.87,25.88,Rainy,225,10478.84,574.07,6442,97.21,3,2.78,93.12,1,32.9,Medium
PJT_567,Building,Houston,2021-07-20,2022-05-15,40601943,56123372.91,15521429.91,292,299,7,0.33,1.28,88.52,14.96,67.71,Rainy,113,31751.32,584.05,8679,50.99,1,2.96,73.97,0,87.55,Medium
PJT_568,Dam,Los Angeles,2021-07-21,2023-11-15,44552513,43763447.58,-789065.42,607,847,240,1.72,0.95,132.56,17.88,67.61,Rainy,79,20520.01,802.65,3675,76.36,0,6.68,71.49,0,55.94,High
PJT_569,Tunnel,Houston,2021-07-22,2022-03-01,16902677,21101630.74,4198953.74,180,222,42,0.4,3.35,391.28,27.81,66.84,Cloudy,157,6570.76,383.22,8124,52.69,6,4.44,85.97,0,44.31,Medium
PJT_570,Building,Chicago,2021-07-23,2022-09-11,27877776,33545474.39,5667698.39,445,415,-30,1.95,0.0,59.89,24.83,85.96,Sunny,122,29373.87,533.72,6781,76.84,1,5.34,78.0,0,64.43,Medium
PJT_571,Road,Houston,2021-07-24,2024-04-13,49730509,49056524.92,-673984.08,670,994,324,1.7,4.03,417.6,34.59,77.62,Snowy,158,22453.03,971.8,4236,83.36,3,8.53,99.66,0,73.06,High
PJT_572,Road,New York,2021-07-25,2022-11-04,32751305,41738233.33,8986928.33,387,467,80,1.05,0.4,56.28,-7.54,22.94,Sunny,290,9548.44,704.93,6898,83.34,3,5.49,71.26,0,63.44,Medium
PJT_573,Building,New York,2021-07-26,2023-12-04,1737954,1849503.28,111549.28,801,861,60,1.96,0.96,345.7,6.3,52.98,Rainy,194,41086.42,238.37,9235,88.9,9,6.87,58.8,0,92.82,High
PJT_574,Building,Seattle,2021-07-27,2024-06-14,37462488,44681531.58,7219043.58,891,1053,162,0.29,1.93,214.29,5.41,47.86,Sunny,149,46178.45,219.9,9680,91.21,0,6.91,73.6,0,66.52,High
PJT_575,Dam,Seattle,2021-07-28,2023-09-11,8840130,8392495.83,-447634.17,548,775,227,0.68,2.42,325.17,-1.97,41.71,Cloudy,63,39046.73,283.84,5276,44.64,1,8.23,61.76,0,89.07,High
PJT_576,Dam,Chicago,2021-07-29,2023-01-05,10095781,11870118.9,1774337.9,485,525,40,1.31,1.77,363.21,5.9,51.59,Stormy,68,42009.0,790.04,5723,60.6,0,6.74,78.06,0,62.83,High
PJT_577,Road,Los Angeles,2021-07-30,2022-02-09,6934261,7515893.5,581632.5,191,194,3,0.77,1.6,204.11,7.04,46.89,Sunny,120,14742.08,365.84,6644,81.23,5,1.58,56.29,0,39.67,Low
PJT_578,Tunnel,Houston,2021-07-31,2022-12-25,5510579,7678599.08,2168020.08,524,512,-12,1.86,4.82,98.58,18.7,50.26,Snowy,108,16860.78,119.25,2115,69.92,2,4.08,97.5,0,57.91,Medium
PJT_579,Road,Chicago,2021-08-01,2023-06-27,43622487,40751570.57,-2870916.43,644,695,51,0.22,3.21,81.34,26.5,88.55,Cloudy,244,14383.74,949.76,2781,51.44,0,9.9,92.99,0,17.77,High
PJT_580,Tunnel,Seattle,2021-08-02,2024-11-16,27227228,31343014.63,4115786.63,879,1202,323,1.14,0.12,315.02,10.96,26.2,Stormy,146,39427.85,252.74,9842,73.16,7,2.77,57.78,0,30.72,Medium
PJT_581,Tunnel,Houston,2021-08-03,2024-04-29,48116458,56539670.02,8423212.02,845,1000,155,1.22,2.15,284.29,29.57,84.56,Cloudy,93,47656.27,108.6,2876,64.45,3,6.28,58.62,1,78.96,High
PJT_582,Dam,Seattle,2021-08-04,2023-07-03,12368856,16512467.85,4143611.85,673,698,25,1.34,4.38,383.99,8.49,53.62,Rainy,209,37257.67,313.42,6363,63.4,9,8.59,75.62,0,69.53,High
PJT_583,Bridge,Houston,2021-08-05,2023-02-03,45557027,56699025.04,11141998.04,547,547,0,0.59,1.51,279.38,5.97,63.66,Stormy,160,44666.0,311.53,9532,88.59,6,6.28,88.64,0,24.99,High
PJT_584,Bridge,Los Angeles,2021-08-06,2023-05-27,45696953,59421000.19,13724047.19,599,659,60,0.79,0.47,240.1,19.77,78.11,Snowy,60,33741.46,479.8,4375,64.46,9,4.35,60.95,1,49.42,High
PJT_585,Building,Chicago,2021-08-07,2023-01-01,15634171,21359866.74,5725695.74,350,512,162,1.7,3.79,229.14,-8.7,45.23,Stormy,155,22444.7,928.35,3750,41.59,1,1.72,53.05,0,22.78,Low
PJT_586,Dam,Houston,2021-08-08,2022-07-20,31161753,44166231.36,13004478.36,313,346,33,0.47,3.03,61.9,-5.61,50.13,Snowy,51,24159.27,891.27,4276,43.48,5,4.25,77.28,0,87.02,Medium
PJT_587,Tunnel,New York,2021-08-09,2024-01-31,25340709,27578934.67,2238225.67,606,905,299,1.67,2.85,201.0,12.99,48.67,Rainy,267,8389.46,511.21,1448,91.37,5,2.64,84.58,0,19.83,Medium
PJT_588,Bridge,New York,2021-08-10,2022-04-10,8704694,10644218.41,1939524.41,204,243,39,1.17,0.27,489.21,41.86,46.23,Snowy,174,6415.57,469.81,6537,97.64,6,9.65,62.22,0,68.88,High
PJT_589,Tunnel,Houston,2021-08-11,2023-07-26,36933339,51856802.97,14923463.97,709,714,5,1.55,0.7,443.1,29.68,84.79,Cloudy,245,36296.4,599.51,5172,81.3,0,7.44,86.99,0,64.63,High
PJT_590,Bridge,Houston,2021-08-12,2023-01-23,7990607,11935335.38,3944728.38,369,529,160,1.46,3.11,198.22,-5.15,78.03,Sunny,194,24729.3,319.11,9989,61.86,0,7.74,97.53,0,52.55,High
PJT_591,Bridge,Houston,2021-08-13,2022-08-24,32338158,46363591.81,14025433.81,320,376,56,0.49,1.04,314.51,36.55,27.63,Cloudy,258,29849.68,146.97,4496,96.32,1,4.92,56.85,1,35.04,High
PJT_592,Bridge,New York,2021-08-14,2024-04-13,5532688,6212546.68,679858.68,734,973,239,1.18,2.52,431.28,30.28,27.57,Cloudy,269,30094.76,945.3,3182,79.77,1,1.99,75.55,0,46.36,Low
PJT_593,Dam,New York,2021-08-15,2025-01-13,25356967,25790568.86,433601.86,837,1247,410,1.75,2.72,248.57,23.6,49.95,Stormy,143,17481.91,268.03,4326,90.66,4,3.4,52.84,0,82.58,Medium
PJT_594,Road,Houston,2021-08-16,2022-11-18,28995739,34610344.07,5614605.07,494,459,-35,0.92,1.42,58.08,35.12,26.91,Rainy,217,26415.16,278.56,9837,85.95,0,3.34,60.33,0,78.54,Medium
PJT_595,Tunnel,Seattle,2021-08-17,2023-04-06,32197881,43305662.83,11107781.83,623,597,-26,1.94,4.74,83.53,12.23,63.34,Sunny,264,26184.21,525.21,1719,62.75,1,5.38,54.49,0,76.49,Medium
PJT_596,Dam,Seattle,2021-08-18,2023-06-12,3363162,4020799.55,657637.55,498,663,165,0.96,4.21,279.68,2.18,30.06,Snowy,223,22479.22,542.45,2522,68.72,5,5.15,70.2,0,77.48,Medium
PJT_597,Dam,Los Angeles,2021-08-19,2023-06-13,6680820,7949564.63,1268744.63,620,663,43,0.37,3.61,486.25,18.16,56.57,Stormy,265,41930.39,116.59,7756,51.17,2,4.9,91.04,1,22.95,High
PJT_598,Dam,Chicago,2021-08-20,2022-05-21,20470010,28718160.06,8248150.06,271,274,3,0.84,0.39,361.94,20.19,20.51,Rainy,142,25302.38,233.16,7627,57.52,3,5.46,78.86,1,18.92,High
PJT_599,Dam,Seattle,2021-08-21,2022-07-18,33557230,37478132.84,3920902.84,358,331,-27,1.91,0.53,81.91,19.61,42.16,Sunny,53,32164.0,440.34,2069,86.69,0,9.88,61.13,0,87.53,High
PJT_600,Dam,New York,2021-08-22,2022-03-25,45154589,63933335.2,18778746.2,235,215,-20,0.71,2.46,135.21,21.08,67.4,Cloudy,215,45298.41,715.36,6562,93.64,4,3.69,52.01,0,85.35,Medium
PJT_601,Building,Seattle,2021-08-23,2022-11-22,36900136,42216813.89,5316677.89,334,456,122,1.75,0.8,397.1,42.18,53.88,Rainy,112,43980.51,305.58,8749,83.47,3,6.54,77.67,1,71.32,High
PJT_602,Tunnel,Los Angeles,2021-08-24,2023-12-07,47524065,52131041.37,4606976.37,851,835,-16,1.77,4.89,428.65,39.62,88.48,Rainy,78,45069.0,480.71,5887,67.91,7,3.16,56.64,0,64.53,Medium
PJT_603,Dam,Los Angeles,2021-08-25,2022-08-02,43366372,50842472.02,7476100.02,290,342,52,0.77,0.79,327.96,38.16,81.19,Rainy,68,17150.22,601.61,5674,45.19,2,5.2,67.14,0,43.02,Medium
PJT_604,Tunnel,Chicago,2021-08-26,2022-09-29,9277983,12594566.65,3316583.65,316,399,83,0.26,2.44,339.99,34.08,45.13,Cloudy,140,6574.21,899.73,3156,43.42,9,2.8,75.51,0,30.17,Medium
PJT_605,Building,Seattle,2021-08-27,2022-12-16,18069791,17628910.09,-440880.91,411,476,65,1.48,1.82,62.75,41.89,23.18,Snowy,78,16748.01,393.46,8944,62.46,0,6.02,95.19,0,70.09,High
PJT_606,Building,New York,2021-08-28,2023-04-13,33284704,33878886.88,594182.88,647,593,-54,0.69,3.2,422.84,-4.58,79.19,Stormy,297,17541.83,220.2,5139,67.83,9,3.39,54.09,0,92.17,Medium
PJT_607,Tunnel,New York,2021-08-29,2024-02-19,20978294,30856278.17,9877984.17,660,904,244,1.59,0.65,404.72,4.58,83.79,Snowy,277,45921.21,540.35,6629,76.55,4,1.33,83.43,0,49.33,Low
PJT_608,Bridge,Houston,2021-08-30,2022-04-11,11031033,11089442.06,58409.06,247,224,-23,0.94,2.15,166.57,17.23,77.44,Sunny,212,34215.92,772.05,8087,40.39,0,8.34,50.7,1,37.29,High
PJT_609,Road,New York,2021-08-31,2023-04-04,20384838,25290171.84,4905333.84,428,581,153,1.02,1.37,368.9,36.56,28.96,Stormy,165,8676.68,198.87,6078,99.38,4,2.15,81.5,0,34.37,Low
PJT_610,Bridge,Chicago,2021-09-01,2023-08-23,19664179,24532807.12,4868628.12,502,721,219,1.58,4.44,146.68,17.78,89.85,Sunny,119,11092.04,482.22,7405,61.84,8,4.31,77.58,0,12.13,Medium
PJT_611,Bridge,Chicago,2021-09-02,2023-11-19,6304120,7525698.82,1221578.82,697,808,111,0.83,0.2,68.15,31.14,38.1,Cloudy,172,12005.43,116.01,7871,90.89,4,5.29,90.59,0,56.83,Medium
PJT_612,Bridge,New York,2021-09-03,2023-09-19,36002379,46329558.78,10327179.78,611,746,135,0.94,4.57,140.51,-2.36,70.69,Snowy,72,33368.98,130.2,1632,72.1,1,4.89,76.58,0,98.94,Medium
PJT_613,Dam,New York,2021-09-04,2023-11-03,6813775,7071990.06,258215.06,666,790,124,0.81,4.16,130.38,3.88,83.56,Rainy,280,38093.63,534.66,3199,47.83,1,7.53,67.63,0,83.37,High
PJT_614,Building,Houston,2021-09-05,2024-02-12,25019663,30814150.92,5794487.92,785,890,105,0.8,1.49,201.99,30.25,36.5,Stormy,95,43683.98,368.38,6353,87.85,9,6.37,62.14,0,90.77,High
PJT_615,Bridge,New York,2021-09-06,2024-01-25,13565034,15237656.32,1672622.32,608,871,263,1.1,3.95,238.3,-0.94,83.58,Rainy,221,47328.64,860.6,3910,82.59,8,3.66,54.26,0,65.9,Medium
PJT_616,Building,Houston,2021-09-07,2023-06-12,30022580,38939296.94,8916716.94,448,643,195,1.64,0.16,278.84,9.32,41.66,Sunny,225,14076.71,641.94,1622,71.65,4,1.47,76.73,1,53.33,Medium
PJT_617,Tunnel,Houston,2021-09-08,2024-05-13,26055715,25657951.74,-397763.26,888,978,90,0.79,4.83,264.54,4.57,88.35,Rainy,229,18939.76,508.54,7073,70.87,7,7.91,94.42,1,99.14,High
PJT_618,Road,New York,2021-09-09,2024-03-06,7472652,9284967.76,1812315.76,716,909,193,1.1,2.63,171.8,9.24,39.69,Rainy,57,15814.53,467.14,1360,45.25,9,4.17,75.74,1,50.24,High
PJT_619,Tunnel,Los Angeles,2021-09-10,2022-12-30,24383686,24655861.9,272175.9,327,476,149,1.37,1.52,63.13,28.96,86.74,Cloudy,232,21144.27,547.52,7365,79.35,3,9.01,86.96,0,92.51,High
PJT_620,Tunnel,Los Angeles,2021-09-11,2022-11-24,19275555,20570599.31,1295044.31,297,439,142,0.61,1.81,322.3,10.23,23.75,Cloudy,115,46159.93,136.39,9401,94.67,1,4.56,64.92,0,78.57,Medium
PJT_621,Dam,Houston,2021-09-12,2023-07-02,15219886,15695140.34,475254.34,546,658,112,0.63,0.33,228.09,20.54,69.65,Snowy,254,30880.07,903.51,4943,45.59,3,7.46,72.41,0,39.79,High
